,item_A,item_B,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
188,Pasta,Produce,621648,20.91414256786058,521068,17.530323333381556,5255661,176.81653193180819,1.1930266299216223,0.1182816014959869,0.006747257266541853
108,Cheese,Produce,1463596,49.23985182249516,1230203,41.38779651733745,5255661,176.81653193180819,1.1897190951412082,0.27847990956798774,0.006728551239767786
2423,Puffs,Produce,36862,1.2401505728908913,31021,1.0436414443505055,5255661,176.81653193180819,1.1882918023274556,0.007013770484816278,0.006720479071412493
121,Chicken,Produce,869739,29.260683606845827,733845,24.68879326035256,5255661,176.81653193180819,1.185180794309425,0.16548613009857374,0.0067028845174189194
7,Dairy,Produce,604748,20.345574810227895,510571,17.177172105460237,5255661,176.81653193180819,1.1844542678687195,0.11506602119124504,0.0066987755891825835
3364,Almondmilk,Produce,19384,0.6521371250859159,16549,0.5567590426664685,5255661,176.81653193180819,1.1713094446794365,0.003688213528231749,0.0066244339931470254
578,Salami,Produce,70339,2.366419378942336,60282,2.028071098557015,5255661,176.81653193180819,1.1668325536644437,0.013383473553564432,0.006599114578915332
254,Beef,Produce,238075,8.009572124165778,205386,6.909814051428804,5255661,176.81653193180819,1.1591588521126075,0.0452987740267114,0.006555715347700936
194,Bag,Produce,483950,16.281560136469718,418990,14.09610679115497,5255661,176.81653193180819,1.1550394997493973,0.09208166204022672,0.006532418021833246
370,Butter,Produce,304824,10.255212908439395,264377,8.894451956192695,5255661,176.81653193180819,1.1529898591783703,0.05799917460429811,0.006520826116095508
418,Turkey,Produce,348207,11.714749892426306,302853,10.188902432090636,5255661,176.81653193180819,1.1497558221315292,0.06625370243628727,0.0065025357616161645
383,Bacon,Produce,56416,1.8980070186157156,49456,1.6638513030462783,5255661,176.81653193180819,1.1407311549660304,0.010734330087119394,0.006451496036614775
4684,Crust,Produce,5988,0.20145465873991253,5256,0.17682793693002344,5255661,176.81653193180819,1.139269406392694,0.0011393428914079505,0.006443229000962814
878,Ham,Produce,76137,2.561481855791704,67034,2.2552290571094353,5255661,176.81653193180819,1.1357967598532088,0.014486664950422033,0.006423589171465285
1835,Spread,Produce,63024,2.120320376156354,55994,1.8838096462061895,5255661,176.81653193180819,1.1255491659820696,0.011991641013375864,0.0063656330869341655
45,Yogurt,Produce,1511125,50.83887294394629,1349008,45.384760567370066,5255661,176.81653193180819,1.12017497301721,0.28752330106527046,0.006335238909952273
5673,cereal,Produce,497,0.016720602103162414,444,0.014937519786326181,5255661,176.81653193180819,1.1193693693693694,9.45646989027641e-05,0.006330682754263442
1371,Sausage,Produce,54461,1.832234831268266,48792,1.6415123094919528,5255661,176.81653193180819,1.1161870798491556,0.010362350235298662,0.006312685062048548
4479,Steak,Produce,7328,0.24653636259954564,6579,0.22133770872576564,5255661,176.81653193180819,1.1138470892232863,0.0013943060634999103,0.006299451058416061
20,Dip,Produce,456501,15.358091711661459,410175,13.799543194496264,5255661,176.81653193180819,1.1129420369354543,0.08685891270384449,0.006294332463011299
884,Soup,Produce,188286,6.334517681279755,169350,5.697452648230493,5255661,176.81653193180819,1.1118157661647476,0.035825370015303504,0.006287962748831287
699,Oats,Produce,276274,9.294703471728557,249948,8.409016206199677,5255661,176.81653193180819,1.10532590778882,0.05256693687054778,0.006251258837126749
38,Milk,Produce,1332393,44.825781082573194,1222737,41.136617412101614,5255661,176.81653193180819,1.0896807735432883,0.2535157804127778,0.006162776532476835
3024,Baguettes,Produce,1802,0.06062479877243193,1657,0.05574655469806865,5255661,176.81653193180819,1.087507543753772,0.0003428683851565008,0.006150485658055914
402,Bread,Produce,1066915,35.894288114477924,1000363,33.65527501353292,5255661,176.81653193180819,1.0665278503903084,0.20300300951678585,0.006031833328806776
3235,Roll,Produce,15639,0.526143855717016,14687,0.4941156601391275,5255661,176.81653193180819,1.064819227888609,0.002975648543541907,0.006022170077961215
1323,Meat,Produce,97929,3.2946314755746315,92436,3.109830132812718,5255661,176.81653193180819,1.059424899389848,0.01863305110432351,0.005991662022861247
570,Crackers,Produce,470172,15.818026020217463,444416,14.951515300360215,5255661,176.81653193180819,1.0579547091013826,0.08946010787225434,0.005983347244416026
2229,Kombucha,Produce,97129,3.2677170255091794,93754,3.154171689295551,5255661,176.81653193180819,1.0359984640655333,0.018480834285164133,0.005859171949289678
1456,supplement,Produce,46432,1.5621146817988676,44988,1.5135340994307256,5255661,176.81653193180819,1.032097448208411,0.008834664184010346,0.005837109442947645
656,Bars,Produce,551496,18.554014441621046,543130,18.272556580061575,5255661,176.81653193180819,1.015403310441331,0.10493370862390099,0.0057426944152085034
32,Sweetener,Produce,64572,2.172399837033005,63688,2.1426593697106795,5255661,176.81653193180819,1.0138801658083159,0.012286180558449263,0.005734080149243812
639,Chips,Produce,675667,22.731507165467686,674627,22.696518380382596,5255661,176.81653193180819,1.0015415926133997,0.12855985193870004,0.005664298364361419
2166,Essential Oil,Produce,1679,0.056486702074868604,1693,0.056957704951014015,5255661,176.81653193180819,0.9917306556408744,0.0003194650492107463,0.005608811827750073
927,Cereal,Produce,365387,12.292737707581901,368460,12.39612283889582,5255661,176.81653193180819,0.9916598816696521,0.06952255862773493,0.005608411559910585
25,Pantry,Produce,157850,5.310557428539612,159686,5.372326091439826,5255661,176.81653193180819,0.9885024360307103,0.030034281130384935,0.00559055437424788
3374,Honey,Produce,1405,0.04726850292745109,1427,0.04800865030425104,5255661,176.81653193180819,0.9845830413454799,0.00026733078864865905,0.005568387924977504
1844,Pretzels,Produce,34596,1.1639153930804966,35565,1.1965155207222762,5255661,176.81653193180819,0.9727541121889497,0.006582616344547336,0.00550148847260564
1707,Frozen,Produce,264365,8.894048239441714,277157,9.3244102959883,5255661,176.81653193180819,0.9538456542681585,0.050300999246336485,0.00539455018061333
2852,Pork,Produce,3756,0.12636334305729985,3960,0.13322652782399028,5255661,176.81653193180819,0.9484848484848484,0.0007146579659532836,0.005364231715904512
1749,Juice,Produce,88060,2.9626080909546926,93746,3.1539025447948967,5255661,176.81653193180819,0.9393467454611397,0.016755266368968624,0.0053125504453588775
200,Water,Produce,479159,16.12037622364024,518331,17.438242271095124,5255661,176.81653193180819,0.9244266694448142,0.09117007356448599,0.005228168765358052
3864,Balm,Produce,1123,0.037781159279379056,1215,0.0408763210369061,5255661,176.81653193180819,0.9242798353909465,0.00021367435989497804,0.005227338333654278
204,Seltzer,Produce,1347120,45.3212424652156,1498780,50.423549336373775,5255661,176.81653193180819,0.898811032973485,0.256317901782478,0.005083297490079289
1809,Soap,Produce,181378,6.102111404964572,202514,6.813191175693829,5255661,176.81653193180819,0.8956319069298913,0.03451097778186227,0.0050653176891587515
4253,Sandwich,Produce,10080,0.33912207082470247,11282,0.379561032048045,5255661,176.81653193180819,0.8934586066300301,0.0019179319214081732,0.005053026415960953
531,Tea,Produce,214852,7.2282792818282715,242783,8.167963662800966,5255661,176.81653193180819,0.8849548774008065,0.040880110037538574,0.005004932897010456
652,Yogurt,Yogurt,1184232,39.8411912873888,1349008,45.384760567370066,1349008,45.384760567370066,0.8778539489758401,0.8778539489758401,0.01934248276296921
615,Ice cream,Produce,435991,14.668072498108419,499398,16.80127816723361,5255661,176.81653193180819,0.8730331318907966,0.08295645400264592,0.004937508514348049
708,Dessert,Produce,76311,2.5673357486809394,87633,2.9482425032322572,5255661,176.81653193180819,0.8708020951011605,0.014519772108589195,0.0049248907078270135
82,Cookies,Produce,203799,6.856422511111463,237014,7.973876834766472,5255661,176.81653193180819,0.8598605989519607,0.03877704440982781,0.0048630102036136425
1728,Toothpaste,Produce,26098,0.8780166472602267,30406,1.0229509608626888,5255661,176.81653193180819,0.8583174373478919,0.004965693183026835,0.004854282730072515
51,Bars,Bars,464907,15.640895295724203,543130,18.272556580061575,543130,18.272556580061575,0.8559773903117117,0.8559773903117117,0.046844971395285026
1544,Lemonade,Produce,40803,1.372737882525827,47986,1.6143960010510092,5255661,176.81653193180819,0.8503105072312759,0.007763628590200168,0.004808998898130239
151,Chocolate,Produce,255100,8.58234526462119,300873,10.122289168178641,5255661,176.81653193180819,0.8478660431477734,0.04853813820944692,0.004795174036524848
2483,Conditioner,Produce,8653,0.29111342052045147,10280,0.3458506833410656,5255661,176.81653193180819,0.8417315175097277,0.0016464151702326314,0.004760479737462295
3718,Supplement,Produce,5275,0.17746715511907796,6331,0.21299422920547534,5255661,176.81653193180819,0.8332017058916444,0.0010036796513321542,0.004712238707481157
2890,sauce,Produce,1642,0.055241908759341415,1974,0.06641140553650424,5255661,176.81653193180819,0.8318135764944276,0.000312425021324625,0.004704388030951926
4707,Brownie,Produce,865,0.029101249133270602,1044,0.03512335733541561,5255661,176.81653193180819,0.8285440613026821,0.00016458443571607838,0.004685897026994183
319,Coffee,Produce,228990,7.703924900609982,283659,9.543157488895266,5255661,176.81653193180819,0.8072721119372204,0.04357016177413269,0.004565591820614129
5593,Salmon,Produce,498,0.016754245165744232,620,0.020858698800725748,5255661,176.81653193180819,0.803225806451613,9.475496992671334e-05,0.00454270761718926
5924,Jerky,Produce,709,0.023852931370507348,918,0.030884331450106835,5255661,176.81653193180819,0.7723311546840959,0.00013490215597999948,0.004367980449825564
95,Wash,Produce,206920,6.961422509429309,269431,9.064483994481192,5255661,176.81653193180819,0.7679888357315974,0.03937088027557333,0.0043434221186273644
3091,Shampoo,Produce,8198,0.27580582704572526,10882,0.3661038070153187,5255661,176.81653193180819,0.7533541628377136,0.0015598418543357343,0.004260654558750509
1396,body_care,Produce,11645,0.39177346376524413,15783,0.5309884567287976,5255661,176.81653193180819,0.7378191725274029,0.002215706073888708,0.004172795181911799
5748,Shrimp,Produce,543,0.018268182981925937,782,0.026308874938979893,5255661,176.81653193180819,0.6943734015345269,0.00010331716600442837,0.003927084158636941
524,Beverage,Produce,131311,4.417704190680805,191300,6.4359178719013475,5255661,176.81653193180819,0.6864140094093049,0.024984678425796495,0.0038820691815968328
5386,Cleanser,Produce,1468,0.04938801587010548,2356,0.07926305544275784,5255661,176.81653193180819,0.6230899830220713,0.0002793178631574601,0.0035239350993626255
2594,Gum,Produce,10273,0.3456151819029929,16498,0.5550432464747959,5255661,176.81653193180819,0.6226815371560188,0.0019546542290303733,0.003521625101187737
1011,Cucumbers,Snack,29520,0.9931432074152001,51212,1.7229285209399468,1789851,60.21606920512546,0.5764273998281653,0.016492992992154093,0.009572650746507065
62,Seltzer,Seltzer,857859,28.861004023373855,1498780,50.423549336373775,1498780,50.423549336373775,0.5723715288434593,0.5723715288434593,0.01135127408475727
3482,Lotion,Produce,11635,0.39143703313942596,20963,0.705259520902603,5255661,176.81653193180819,0.5550255211563231,0.002213803363649216,0.0031389911061618183
5788,Spray,Produce,1310,0.0440724119821786,2495,0.08393944114163024,5255661,176.81653193180819,0.5250501002004008,0.00024925504137348286,0.002969462721974967
4891,pasta,Produce,2754,0.0926529943503205,5284,0.17776994268231427,5255661,176.81653193180819,0.5211960635881907,0.0005240063999561615,0.002947665910499802
2631,Juice,Seltzer,48548,1.6333034022219897,93746,3.1539025447948967,1498780,50.423549336373775,0.5178674290103045,0.032391678565233055,0.010270348593583297
997,Beverage,Seltzer,98948,3.3289137563455022,191300,6.4359178719013475,1498780,50.423549336373775,0.5172399372713017,0.06601902881009887,0.010257904175305307
290,Lemonade,Seltzer,24798,0.8342806659038663,47986,1.6143960010510092,1498780,50.423549336373775,0.5167757262534907,0.01654545697167029,0.01024869794083906
1810,Sprouts,Snack,24406,0.8210925853717946,48842,1.6431944626210435,1789851,60.21606920512546,0.4996928872691537,0.013635771916209787,0.008298331223962074
3001,Broth,Snack,12342,0.4152226783847696,24900,0.8377122582872114,1789851,60.21606920512546,0.49566265060240966,0.00689554605383353,0.008231401636562155
144,Artichokes,Snack,3372,0.11344440702588261,6806,0.22897468393183784,1789851,60.21606920512546,0.4954451954158095,0.0018839557035753253,0.008227790388111854
921,Hummus,Snack,105173,3.5383418209173048,214116,7.2035179877680555,1789851,60.21606920512546,0.4911963608511274,0.05876075718034629,0.00815723057541122
1769,Kale,Snack,78148,2.629138054643735,159607,5.369668289495863,1789851,60.21606920512546,0.4896276479101793,0.04366173497123503,0.008131179174819057
4894,Crust,Cheese,2570,0.0864626708352664,5256,0.17682793693002344,1230203,41.38779651733745,0.4889649923896499,0.0020890861101785637,0.01181423109067479
758,Strawberries,Snack,202330,6.807000852178775,414686,13.951307049802836,1789851,60.21606920512546,0.4879113353235942,0.1130429292717662,0.008102676607161602
2230,Kombucha,Seltzer,45714,1.537958962865124,93754,3.154171689295551,1498780,50.423549336373775,0.4875951959383067,0.030500807323289608,0.00966998956550194
3842,Olives,Snack,20473,0.6887744202375132,42122,1.4171130820712419,1789851,60.21606920512546,0.4860405488818194,0.01143838230109657,0.008071608713383914
397,Tomato,Snack,236025,7.940603845873056,488783,16.444157057927637,1789851,60.21606920512546,0.4828829971582481,0.1318685186644028,0.008019171685108038
943,Tea,Tea,115680,3.891829479464443,242783,8.167963662800966,242783,8.167963662800966,0.47647487674178174,0.47647487674178174,0.05833459799922622
223,Beans,Snack,153214,5.154588190410314,323784,10.893085374990621,1789851,60.21606920512546,0.4731981815037185,0.08560153889904801,0.007858337280232847
5088,sauce,Cheese,919,0.03091797451268865,1974,0.06641140553650424,1230203,41.38779651733745,0.4655521783181358,0.0007470311810327239,0.011248537431151107
420,Ice cream,Ice cream,232392,7.818378599513319,499398,16.80127816723361,499398,16.80127816723361,0.4653442745065058,0.4653442745065058,0.027696956735948526
1550,Salami,Snack,27956,0.9405254575372404,60282,2.028071098557015,1789851,60.21606920512546,0.46375369098570063,0.015619177238775742,0.0077014939219285155
162,Produce,Snack,2434800,81.91412877420493,5255661,176.81653193180819,1789851,60.21606920512546,0.46327188911156947,1.360336698417913,0.007693492704305196
2227,Granola,Yogurt,1467,0.049354372807523667,3194,0.10745594188631942,1349008,45.384760567370066,0.4592986850344396,0.00108746575261229,0.010120108144068475
3620,Puffs,Snack,14171,0.47675583984691056,31021,1.0436414443505055,1789851,60.21606920512546,0.45681957383707805,0.007917418824248498,0.007586339989761314
5390,Chard,Snack,455,0.015307593474726156,997,0.03354213339407028,1789851,60.21606920512546,0.4563691073219659,0.00025421110472324235,0.007578859154146195
3375,Honey,Snack,649,0.021834347615598406,1427,0.04800865030425104,1789851,60.21606920512546,0.4548002803083392,0.00036260001530853686,0.007552805859164709
4903,Crust,Snack,2377,0.07996955975697598,5256,0.17682793693002344,1789851,60.21606920512546,0.45224505327245057,0.0013280435075321913,0.007510371554341784
914,Rice,Snack,108408,3.647177128369479,240483,8.09058461886279,1789851,60.21606920512546,0.4507927795311935,0.060568170199642314,0.0074862538435641205
428,Turkey,Snack,136372,4.587971730407374,302853,10.188902432090636,1789851,60.21606920512546,0.4502910653023085,0.0761918170842154,0.00747792194419726
751,Garlic,Snack,80778,2.7176193092339105,179597,6.042193110506358,1789851,60.21606920512546,0.44977365991636836,0.04513113102710784,0.007469329463937919
41,Snack,Snack,801588,26.967875248832502,1789851,60.21606920512546,1789851,60.21606920512546,0.4478518044239437,0.4478518044239437,0.007437413473442459
5019,pasta,Seltzer,2342,0.07879205256661242,5284,0.17776994268231427,1498780,50.423549336373775,0.44322482967448906,0.0015626042514578524,0.008790036312552124
1950,Chocolate,Chocolate,132968,4.473450745378873,300873,10.122289168178641,300873,10.122289168178641,0.4419406194640264,0.4419406194640264,0.043660145656908476
2359,Ham,Snack,29514,0.9929413490397092,67034,2.2552290571094353,1789851,60.21606920512546,0.44028403496733,0.016489640757806096,0.007311736564329809
170,Sauce,Snack,205225,6.904397518353132,466189,15.684025701954091,1789851,60.21606920512546,0.4402184521728312,0.11466038234467563,0.0073106474398591395
1790,Salami,Cheese,26373,0.8872684894702261,60282,2.028071098557015,1230203,41.38779651733745,0.4374937792375834,0.02143792528550166,0.010570598486786225
110,Cheese,Snack,536190,18.039073725743773,1230203,41.38779651733745,1789851,60.21606920512546,0.43585489549285766,0.29957242250891275,0.007238182452729058
852,Tea,Seltzer,105723,3.5568455053373036,242783,8.167963662800966,1498780,50.423549336373775,0.43546294427534055,0.07053937202257836,0.008636102575215047
703,Flatbread,Snack,76668,2.579346322022648,176857,5.950011119032183,1789851,60.21606920512546,0.43350277342711907,0.04283485049872866,0.0071991210842806104
1619,Noodles,Snack,50989,1.715426117984202,117831,3.9641957070779283,1789851,60.21606920512546,0.43272992675951155,0.02848784619501847,0.007186286525701658
424,Pasta,Snack,224751,7.561311958325666,521068,17.530323333381556,1789851,60.21606920512546,0.43132758104508434,0.12556967032451305,0.007162997962815724
2234,Kombucha,Kombucha,40423,1.359953518744737,93754,3.154171689295551,93754,3.154171689295551,0.43116027049512556,0.43116027049512556,0.13669524457351917
2993,Vinegar,Snack,2135,0.07182793861217657,4955,0.16670137509289693,1789851,60.21606920512546,0.43087790110998986,0.0011928367221629062,0.007155530189827046
53,Bars,Seltzer,232410,7.818984174639793,543130,18.272556580061575,1498780,50.423549336373775,0.4279086038333364,0.15506612044462828,0.008486284870165976
1171,Oats,Yogurt,106055,3.5680150021144663,249948,8.409016206199677,1349008,45.384760567370066,0.42430825611727235,0.0786170282162893,0.009349135057954542
788,Crackers,Snack,188527,6.342625659361972,444416,14.951515300360215,1789851,60.21606920512546,0.424212899625576,0.10533111415419494,0.007044845424574276
69,Pretzels,Seltzer,15080,0.5073373837337811,35565,1.1965155207222762,1498780,50.423549336373775,0.42401237171376355,0.010061516700249535,0.008409014781668611
659,Bars,Yogurt,230262,7.746718876214052,543130,18.272556580061575,1349008,45.384760567370066,0.42395374956271975,0.17068986988957813,0.009341323921570416
538,Bag,Snack,177438,5.9695577383922185,418990,14.09610679115497,1789851,60.21606920512546,0.42348982075944536,0.09913562637336851,0.007032837353046599
2382,Pretzels,Snack,14971,0.5036702899123632,35565,1.1965155207222762,1789851,60.21606920512546,0.4209475608041614,0.008364383403981672,0.006990618390752269
3262,Granola,Snack,1343,0.04518263304737852,3194,0.10745594188631942,1789851,60.21606920512546,0.4204758922980589,0.0007503417882270647,0.006982785456581561
1267,Almondmilk,Snack,6929,0.23311278062940113,16549,0.5567590426664685,1789851,60.21606920512546,0.41869599371563226,0.003871271966213947,0.0069532269250147894
123,Chicken,Snack,306266,10.303726204682375,733845,24.68879326035256,1789851,60.21606920512546,0.4173442620716909,0.17111256747070008,0.006930778903053465
0,Dairy,Snack,212866,7.1614641595407855,510571,17.177172105460237,1789851,60.21606920512546,0.4169175295894204,0.11892945278685207,0.0069236922152655775
754,Paste,Snack,20011,0.6732313253247144,48045,1.6163809417433364,1789851,60.21606920512546,0.416505359558747,0.011180260256300664,0.006916847364113482
3962,Gum,Seltzer,6871,0.23116148299965586,16498,0.5550432464747959,1498780,50.423549336373775,0.416474724208995,0.004584395308183989,0.00825952813100693
5265,Artichoke,Snack,1167,0.03926145403297895,2804,0.0943351474794113,1789851,60.21606920512546,0.416191155492154,0.0006520095806857666,0.006911629420286516
5912,Shrimp,Chicken,325,0.01093399533909011,782,0.026308874938979893,733845,24.68879326035256,0.41560102301790286,0.00044287281374132137,0.016833589986972413
4478,Steak,Chicken,2732,0.09191284697352056,6579,0.22133770872576564,733845,24.68879326035256,0.4152606779145767,0.0037228570065885847,0.016819804578356565
799,Seafood,Snack,48261,1.6236478432610086,116399,3.916018841460768,1789851,60.21606920512546,0.4146169640632652,0.026963696978128344,0.006885487039196739
1330,Meat,Cheese,38172,1.2842229848730697,92436,3.109830132812718,1230203,41.38779651733745,0.41295599117227055,0.031029025290947913,0.009977723530154168
1126,Ham,Cheese,27626,0.9294232468852411,67034,2.2552290571094353,1230203,41.38779651733745,0.4121192230808246,0.022456456373460314,0.009957505780917496
1747,Seasoning,Snack,116457,3.9179701390905137,283064,9.523139866659086,1789851,60.21606920512546,0.411415792894893,0.06506519257748271,0.006832325628785384
435,Yogurt,Snack,553868,18.63381578606511,1349008,45.384760567370066,1789851,60.21606920512546,0.4105742886624838,0.3094492223095665,0.0068183508834471825
114,Cheese,Cheese,504737,16.980898478357922,1230203,41.38779651733745,1230203,41.38779651733745,0.4102875704253688,0.4102875704253688,0.00991324991784712
3030,Spread,Snack,22872,0.7694841273712891,55994,1.8838096462061895,1789851,60.21606920512546,0.40847233632174873,0.012778717334571423,0.0067834440493000575
2389,Meat,Snack,37733,1.2694536803996526,92436,3.109830132812718,1789851,60.21606920512546,0.4082067592712796,0.02108164310883978,0.006779033647658521
243,Oats,Snack,101538,3.4160492884324043,249948,8.409016206199677,1789851,60.21606920512546,0.4062364971914157,0.05672986187118368,0.0067463137756065585
4626,sauce,Snack,801,0.026948093128034395,1974,0.06641140553650424,1789851,60.21606920512546,0.40577507598784196,0.0004475232854578398,0.006738651016983076
5231,Honey,Yogurt,578,0.01944569017228949,1427,0.04800865030425104,1349008,45.384760567370066,0.4050455501051156,0.0004284629891001388,0.008924703910332584
893,Soup,Snack,68361,2.2998734011555046,169350,5.697452648230493,1789851,60.21606920512546,0.4036669619131975,0.03819368204392432,0.006703641855766273
133,Dip,Snack,165420,5.565235412283957,410175,13.799543194496264,1789851,60.21606920512546,0.40329127811300053,0.0924211009743269,0.006697402926438003
5858,Jerky,Snack,370,0.012447933155271818,918,0.030884331450106835,1789851,60.21606920512546,0.40305010893246185,0.00020672111812659264,0.006693397862943786
1781,Potatoes,Snack,22247,0.7484572132576544,55252,1.8588464937704823,1789851,60.21606920512546,0.40264605806124665,0.012429526256654883,0.006686687845558911
633,Flatbread,Cheese,70763,2.380684037477026,176857,5.950011119032183,1230203,41.38779651733745,0.4001142165704496,0.05752140093951973,0.009667444276789191
2840,Olives,Cheese,16834,0.5663473155022859,42122,1.4171130820712419,1230203,41.38779651733745,0.3996486396657329,0.013683920458656011,0.009656195141925932
286,Coffee,Seltzer,113032,3.802742649747795,283659,9.543157488895266,1498780,50.423549336373775,0.39847845476434735,0.07541600501741416,0.007902626054863993
3236,Roll,Snack,5852,0.1968792022287856,14687,0.4941156601391275,1789851,60.21606920512546,0.3984476067270375,0.0032695459007481627,0.00661696474025446
1735,Oil,Snack,98420,3.3111502193023035,248256,8.352092144311245,1789851,60.21606920512546,0.39644560453725186,0.05498781742167364,0.00658371776455158
1869,Bacon,Snack,19566,0.6582601624758064,49456,1.6638513030462783,1789851,60.21606920512546,0.3956243934001941,0.010931636208824086,0.0065700800238637875
722,Chips,Snack,266152,8.954168392275418,674627,22.696518380382596,1789851,60.21606920512546,0.3945172665784204,0.14870064603142943,0.00655169412062586
5345,Shrimp,Seltzer,308,0.010362063275199243,782,0.026308874938979893,1498780,50.423549336373775,0.39386189258312027,0.00020550047371862448,0.007811070378161622
217,Cookies,Seltzer,93159,3.1341540670593706,237014,7.973876834766472,1498780,50.423549336373775,0.3930527310623001,0.062156553997251084,0.007795023084159719
404,Bread,Snack,393133,13.226198121976958,1000363,33.65527501353292,1789851,60.21606920512546,0.39299034450494463,0.21964565765530197,0.006526336735236351
1076,Beef,Snack,80304,2.70167249757013,205386,6.909814051428804,1789851,60.21606920512546,0.39099062253512895,0.04486630451361594,0.006493127626833681
187,Pasta,Cheese,203370,6.841989637263864,521068,17.530323333381556,1230203,41.38779651733745,0.390294548888053,0.1653141798548695,0.00943018429900122
1634,Ribs,Snack,715,0.024054789745998242,1833,0.06166773371246822,1789851,60.21606920512546,0.3900709219858156,0.00039947459313652365,0.006477854285988725
3025,Baguettes,Snack,644,0.021666132302689326,1657,0.05574655469806865,1789851,60.21606920512546,0.3886541943270972,0.0003598064866852045,0.0064543268841270665
