,company,product,regular,sale,prime,sale_discount,prime_discount,prime_sale_difference,discount_bins
551,Annie's Homegrown,"Shells & Real Aged Cheddar Macaroni & Cheese, 6 oz",1.89,1.0,0.9,0.4708994708994708,0.5238095238095237,0.05291005291005291,50% to 75%
1746,Annie's Homegrown,"Less Sodium Macaroni & Cheese, 6 oz",1.89,1.0,0.9,0.4708994708994708,0.5238095238095237,0.05291005291005291,50% to 75%
400,Annie's Homegrown,"Macaroni & Cheese, 6 oz",1.89,1.0,0.9,0.4708994708994708,0.5238095238095237,0.05291005291005291,50% to 75%
781,Ozery Bakery,"Multi-Grain One Bun Sandwich Buns, 21 oz",4.69,2.5,2.25,0.4669509594882729,0.5202558635394456,0.05330490405117272,50% to 75%
1650,Twinings,"Lemon Ginger Tea, 1.06 oz",5.49,2.99,2.69,0.4553734061930783,0.5100182149362478,0.05464480874316946,50% to 75%
1594,Twinings,"Decaf Earl Grey Tea 20ct, 1.23 oz",5.49,2.99,2.69,0.4553734061930783,0.5100182149362478,0.05464480874316946,50% to 75%
1606,Twinings,"Earl Grey Tea, 1.41 oz",5.49,2.99,2.69,0.4553734061930783,0.5100182149362478,0.05464480874316946,50% to 75%
1629,Twinings,"Decaffeinated English Breakfast 100% Pure Black Tea, 1.41 oz",5.49,2.99,2.69,0.4553734061930783,0.5100182149362478,0.05464480874316946,50% to 75%
1505,Twinings,"English Breakfast Tea, 1.41 oz",5.49,2.99,2.69,0.4553734061930783,0.5100182149362478,0.05464480874316946,50% to 75%
313,American Flatbread,"Revolution Flatbread, 16.8 oz",10.99,5.99,5.39,0.4549590536851683,0.5095541401273886,0.05459508644222033,50% to 75%
336,American Flatbread,"Cheese & Herb Flatbread, 13.8 oz",10.99,5.99,5.39,0.4549590536851683,0.5095541401273886,0.05459508644222033,50% to 75%
666,Ozery Bakery,"Cranberry Orange Morning Rounds, 12.7 oz",4.49,2.5,2.25,0.44320712694877507,0.49888641425389757,0.055679287305122505,25% to 50%
898,Ozery Bakery,"Muesli Morning Rounds, 12.7 oz",4.49,2.5,2.25,0.44320712694877507,0.49888641425389757,0.055679287305122505,25% to 50%
920,Ozery Bakery,"Apple Cinnamon Morning Rounds, 12.7 oz",4.49,2.5,2.25,0.44320712694877507,0.49888641425389757,0.055679287305122505,25% to 50%
311,PopCorners,"Carnival Kettle , 7 oz",4.29,2.39,2.15,0.4428904428904429,0.4988344988344988,0.05594405594405594,25% to 50%
483,PopCorners,"Sea Salt , 7 oz",4.29,2.39,2.15,0.4428904428904429,0.4988344988344988,0.05594405594405594,25% to 50%
1131,Siete Family Foods,"Hot Sauce Traditional, 5 ounce",5.29,2.99,2.69,0.4347826086956521,0.4914933837429112,0.05671077504725908,25% to 50%
1149,Siete Family Foods,"Hot Sauce Habanero, 5 ounce",5.29,2.99,2.69,0.4347826086956521,0.4914933837429112,0.05671077504725908,25% to 50%
1456,Siete Family Foods,"Hot Sauce Chiptole, 5 ounce",5.29,2.99,2.69,0.4347826086956521,0.4914933837429112,0.05671077504725908,25% to 50%
1304,Siete Family Foods,"Hot Sauce Jalapeño, 5 ounce",5.29,2.99,2.69,0.4347826086956521,0.4914933837429112,0.05671077504725908,25% to 50%
395,Himalania,"Himalayan Fine Pink Salt, 13 oz",9.69,5.49,4.94,0.43343653250773984,0.4901960784313725,0.05675954592363264,25% to 50%
1496,Upton's Naturals,"Entree Mac Cheesy Bacon, 10.05 oz",5.29,3.0,2.7,0.43289224952741023,0.4896030245746692,0.056710775047258966,25% to 50%
1122,Caulipower,"Roasted Sweet Potato Slices, 16 oz",6.99,3.99,3.59,0.4291845493562232,0.4864091559370529,0.05722460658082973,25% to 50%
1354,Caulipower,"Sea Salt & Olive Oil Roasted Sweet Potato Slices, 16 oz",6.99,3.99,3.59,0.4291845493562232,0.4864091559370529,0.05722460658082973,25% to 50%
1874,Durable Foil,Durable Poultry Pan 3 Pack,2.69,1.57,1.41,0.4163568773234201,0.4758364312267658,0.059479553903345694,25% to 50%
852,One Degree Organic Foods,"Honey Hemp Granola, 11 oz",5.99,3.49,3.14,0.41736227045075125,0.4757929883138564,0.058430717863105164,25% to 50%
637,One Degree Organic Foods,"Quinoa Cacao Granola, 11 oz",5.99,3.49,3.14,0.41736227045075125,0.4757929883138564,0.058430717863105164,25% to 50%
304,Beanfields,"Beanfield's Nacho, 5.5 oz",4.29,2.5,2.25,0.4172494172494172,0.4755244755244755,0.0582750582750583,25% to 50%
501,Beanfields,"Black Bean With Sea Salt Chips, 5.5 oz",4.29,2.5,2.25,0.4172494172494172,0.4755244755244755,0.0582750582750583,25% to 50%
1092,Rishi Tea,"Sencha Organic Green Tea, 15 sachets",11.99,6.99,6.29,0.41701417848206834,0.47539616346955793,0.05838198498748959,25% to 50%
1545,Whole Foods Market,"Organic White Chocolate Peppermint Ice Cream Bars, 9 fl oz",4.39,2.57,2.31,0.41457858769931666,0.4738041002277904,0.059225512528473745,25% to 50%
1577,365 by Whole Foods Market,"Organic Mushroom Gravy, 12 oz",1.99,1.17,1.05,0.4120603015075377,0.47236180904522607,0.06030150753768837,25% to 50%
1771,365 by Whole Foods Market,"Limited Edition Frozen Vegetables, Pearl Onions",1.99,1.17,1.05,0.4120603015075377,0.47236180904522607,0.06030150753768837,25% to 50%
1798,365 by Whole Foods Market,"Black Eyed Peas - No Salt Added, 16 oz",2.49,1.47,1.32,0.40963855421686757,0.4698795180722892,0.06024096385542166,25% to 50%
2030,RXBAR,"Gingerbread Protein Bars, 1 each",2.49,1.47,1.32,0.40963855421686757,0.4698795180722892,0.06024096385542166,25% to 50%
1357,365 BY WFM,"Crispy Onions, 8 oz",2.99,1.77,1.59,0.40802675585284287,0.4682274247491639,0.06020066889632103,25% to 50%
2045,DRY Botanical Bubbly,"Sparkling Cranberry Soda, 25.4 fl oz",5.69,3.37,3.03,0.40773286467486825,0.4674868189806679,0.05975395430579966,25% to 50%
1715,DRY Botanical Bubbly,"Dry Sparkling Blood Orange Soda, 25.4 fl oz",5.69,3.37,3.03,0.40773286467486825,0.4674868189806679,0.05975395430579966,25% to 50%
1235,Solely,"Organic Pineapple Fruit Jerky, 0.8 oz",1.69,1.0,0.9,0.40828402366863903,0.4674556213017751,0.059171597633136064,25% to 50%
1535,Solely,"Organic Mango Fruit Jerky Drizzled With Cacao, 0.8 oz",1.69,1.0,0.9,0.40828402366863903,0.4674556213017751,0.059171597633136064,25% to 50%
807,Solely,"Fruit Jerky Mango, 0.8 oz",1.69,1.0,0.9,0.40828402366863903,0.4674556213017751,0.059171597633136064,25% to 50%
1774,Solely,"Organic Pineapple Coconut Fruit Jerky Drizzled With Cacao, 0.8 oz",1.69,1.0,0.9,0.40828402366863903,0.4674556213017751,0.059171597633136064,25% to 50%
1575,Solely,"Organic Spicy Mango Fruit Jerky With Chili & Salt, 0.8 oz",1.69,1.0,0.9,0.40828402366863903,0.4674556213017751,0.059171597633136064,25% to 50%
2050,Solely,"Organic Spicy Pineapple Fruit Jerky With Chili & Salt, 0.8 oz",1.69,1.0,0.9,0.40828402366863903,0.4674556213017751,0.059171597633136064,25% to 50%
1741,Solely,"Organic 100% Cacao Dried Pineaple Fruit Jerky, 0.8 oz",1.69,1.0,0.9,0.40828402366863903,0.4674556213017751,0.059171597633136064,25% to 50%
1473,Solely,"Fruit Jerky Banana With Cacao, 0.8 oz",1.69,1.0,0.9,0.40828402366863903,0.4674556213017751,0.059171597633136064,25% to 50%
1541,Solely,"Fruit Jerky Pineapple With Coconut, 0.8 oz",1.69,1.0,0.9,0.40828402366863903,0.4674556213017751,0.059171597633136064,25% to 50%
1072,365 by Whole Foods Market,"Limited Edition Organic Stuffing Mix, Multigrain, 10 oz",3.49,2.07,1.86,0.40687679083094563,0.46704871060171915,0.06017191977077352,25% to 50%
1018,365 by Whole Foods Market,"Limited Edition Sandwich Cremes Cookies, Chocolate Candy Cane, 16 oz",3.99,2.37,2.13,0.40601503759398494,0.46616541353383467,0.06015037593984973,25% to 50%
1732,LesserEvil,"White Chocolate Matcha Popcorn, 5 oz",3.99,2.37,2.13,0.40601503759398494,0.46616541353383467,0.06015037593984973,25% to 50%
1944,Celestial Seasonings,"Candy Cane Lane Green Tea, 20 tea bags",3.99,2.37,2.13,0.40601503759398494,0.46616541353383467,0.06015037593984973,25% to 50%
1399,LesserEvil,"Dark Chocolate + Himalayan Pink Salt, 7 oz",3.99,2.37,2.13,0.40601503759398494,0.46616541353383467,0.06015037593984973,25% to 50%
1905,Celestial Seasonings,"Gingerbread Spice Herbal Tea, 20 tea bags",3.99,2.37,2.13,0.40601503759398494,0.46616541353383467,0.06015037593984973,25% to 50%
1821,365 by Whole Foods Market,"Organic Brown Gravy Packet, 0.85 oz",1.29,0.77,0.69,0.4031007751937985,0.4651162790697675,0.06201550387596899,25% to 50%
1772,Milk Bar,"Candy Cane Cornflake Chocolate Chip, 6.5 oz",4.99,2.97,2.67,0.4048096192384769,0.4649298597194389,0.060120240480961984,25% to 50%
1325,Siete Family Foods,"Grain Free Mini Bunuelos Cinnamon Crisps, 5 oz",4.99,2.97,2.67,0.4048096192384769,0.4649298597194389,0.060120240480961984,25% to 50%
1371,Whole Foods Market,"S'mores Bites, 4.75 oz",4.99,2.97,2.67,0.4048096192384769,0.4649298597194389,0.060120240480961984,25% to 50%
1400,365 Everyday Value®,"Dark Chocolate Caramel Sea Salt Sandwich Cremes, 7.75 ounce",4.99,2.97,2.67,0.4048096192384769,0.4649298597194389,0.060120240480961984,25% to 50%
1797,Milk Bar,"Gingerbread House Ice Cream, 14 fluid ounce",5.99,3.57,3.21,0.40400667779632726,0.4641068447412354,0.06010016694490816,25% to 50%
1939,Ball,"Aluminum Cups, 16 oz cups",5.99,3.57,3.21,0.40400667779632726,0.4641068447412354,0.06010016694490816,25% to 50%
1783,Milk Bar,"Candy Cane Chocolate Chip Cornflake, 14 fluid ounce",5.99,3.57,3.21,0.40400667779632726,0.4641068447412354,0.06010016694490816,25% to 50%
1942,Mrs. Meyer's Clean Day,"Orange Clove Room Freshener, 8 fl oz",5.99,3.57,3.21,0.40400667779632726,0.4641068447412354,0.06010016694490816,25% to 50%
1150,365 BY WFM,"Plant Based Roasts With Gracy & Mushroom Stuffing, 16 oz",6.99,4.17,3.75,0.40343347639484983,0.46351931330472107,0.06008583690987124,25% to 50%
902,Q Mixers,"Ginger Beer, 25.4 fl oz",6.99,4.17,3.75,0.40343347639484983,0.46351931330472107,0.06008583690987124,25% to 50%
1144,Q Mixers,"Tonic Water, 25.4 fl oz",6.99,4.17,3.75,0.40343347639484983,0.46351931330472107,0.06008583690987124,25% to 50%
1006,Whole Foods Market,"Limited Edition Organic Seasoning, Brine & Seasoning Kit, 13.2 oz",7.99,4.77,4.29,0.4030037546933668,0.4630788485607009,0.06007509386733412,25% to 50%
2010,Savorly,"Mini Pies 12 Count, 10.58 oz",7.99,4.77,4.29,0.4030037546933668,0.4630788485607009,0.06007509386733412,25% to 50%
1633,Savorly,"Mini Tarts 12 Count, 8.46 oz",7.99,4.77,4.29,0.4030037546933668,0.4630788485607009,0.06007509386733412,25% to 50%
773,365 by Whole Foods Market,"Holiday Plant-Based Roast, 32 oz",11.99,7.17,6.45,0.4020016680567139,0.4620517097581318,0.06005004170141792,25% to 50%
1522,365 by Whole Foods Market,"Limited Edition Trail Mix Party Tray, Nibbler's Delight, 23.8 oz",12.99,7.77,6.99,0.4018475750577367,0.4618937644341802,0.06004618937644346,25% to 50%
1539,Counter Culture Coffee,"Whole Bean Coffee Iridescent Holiday Coffee, 12 oz",13.99,8.37,7.53,0.40171551107934245,0.46175839885632597,0.06004288777698352,25% to 50%
1836,Mrs. Meyer's Clean Day,"Iowa Pine Liquid Dish Soap, 16 fl oz",4.79,2.87,2.58,0.40083507306889354,0.4613778705636743,0.06054279749478075,25% to 50%
1866,Mrs. Meyer's Clean Day,"Orange Clove Liquid Dish Soap, 16 fl oz",4.79,2.87,2.58,0.40083507306889354,0.4613778705636743,0.06054279749478075,25% to 50%
1432,Whole Foods Market,"Hot Cocoa Flavored Caramel Popcorn Mix, 6 oz",5.29,3.17,2.85,0.40075614366729684,0.46124763705103966,0.06049149338374282,25% to 50%
953,Martinelli's,"Organic Sparkling Apple-grape, 25.4 fl oz",5.79,3.47,3.12,0.40069084628670115,0.46113989637305697,0.060449050086355816,25% to 50%
690,Nature's Path Organic,"Sunrise Crunchy Honey Cereal, 10.6 oz",4.99,2.99,2.69,0.4008016032064128,0.46092184368737477,0.060120240480961984,25% to 50%
668,Nature's Path Organic,"Golden Turmeric Cereal, 10.6 oz",4.99,2.99,2.69,0.4008016032064128,0.46092184368737477,0.060120240480961984,25% to 50%
896,Nature's Path Organic,"Smart Bran Cereal, 10.6 oz",4.99,2.99,2.69,0.4008016032064128,0.46092184368737477,0.060120240480961984,25% to 50%
1395,Hervé Mons,"Mary Dans Les Etoiles, 5 oz",12.99,7.79,7.01,0.40030792917628943,0.4603541185527329,0.06004618937644346,25% to 50%
555,Brad's Plant Based,"Brad's Original Crunchy Kale, 2 ounce",4.99,3.0,2.7,0.3987975951903808,0.4589178356713427,0.06012024048096187,25% to 50%
890,Brad's Plant Based,"Naked Raw Crunchy Kale, 2 oz",4.99,3.0,2.7,0.3987975951903808,0.4589178356713427,0.06012024048096187,25% to 50%
578,Brad's Plant Based,"Brad's Cheeze It Up Crunchy Kale, 2 oz",4.99,3.0,2.7,0.3987975951903808,0.4589178356713427,0.06012024048096187,25% to 50%
444,LesserEvil,"Power Curls Himalayan Pink Salt, 4 oz",4.99,3.0,2.7,0.3987975951903808,0.4589178356713427,0.06012024048096187,25% to 50%
574,Brad's Plant Based,"Brad's Vampire Killer Crunchy Kale, 2 oz",4.99,3.0,2.7,0.3987975951903808,0.4589178356713427,0.06012024048096187,25% to 50%
504,LesserEvil,"Power Curls ""No Cheese"" Cheesiness, 4 oz",4.99,3.0,2.7,0.3987975951903808,0.4589178356713427,0.06012024048096187,25% to 50%
700,LesserEvil,"Power Curls Fiery Hot, 4 oz",4.99,3.0,2.7,0.3987975951903808,0.4589178356713427,0.06012024048096187,25% to 50%
610,Snack Mates by The New Primal,"Snack Mates Free-Range Turkey Mini Meat Sticks, 2.5 oz",6.99,4.29,3.86,0.3862660944206009,0.44778254649499283,0.061516452074391936,25% to 50%
522,Snack Mates by The New Primal,"Snack Mates Free-Range Chicken & Maple Mini Meat Sticks, 2.5 oz",6.99,4.29,3.86,0.3862660944206009,0.44778254649499283,0.061516452074391936,25% to 50%
1555,One Plant,"Banana Nut Bread Protein Bar, 1.59 oz",2.69,1.6666666666666667,1.5,0.3804213135068153,0.4423791821561338,0.061957868649318515,25% to 50%
1359,One Plant,"Chocolate Peanut Butter Protein Bar, 1.59 oz",2.69,1.6666666666666667,1.5,0.3804213135068153,0.4423791821561338,0.061957868649318515,25% to 50%
1410,One Plant,"Churro Protein Bar, 1.59 oz",2.69,1.6666666666666667,1.5,0.3804213135068153,0.4423791821561338,0.061957868649318515,25% to 50%
1113,SEVENTH GENERATION,"Paper Towels, 1 roll",3.19,1.99,1.79,0.37617554858934166,0.43887147335423193,0.06269592476489028,25% to 50%
759,MadeGood,"Organic Chocolate Chip Granola Minis, 5 portion packs",3.99,2.49,2.24,0.37593984962406013,0.4385964912280702,0.06265664160401008,25% to 50%
796,MadeGood,"Organic Strawberry Granola Minis, 5 protein packs",3.99,2.49,2.24,0.37593984962406013,0.4385964912280702,0.06265664160401008,25% to 50%
31,Wellshire Farms,Organic Uncured Turkey Bacon,7.99,4.99,4.49,0.3754693366708385,0.4380475594493116,0.06257822277847314,25% to 50%
47,Wellshire Farms,Organic Sugar Free Turkey Bacon,7.99,4.99,4.49,0.3754693366708385,0.4380475594493116,0.06257822277847314,25% to 50%
888,Barnana,"Organic Sea Salt Vinegar Plantain Chips, 5 oz",4.79,3.0,2.7,0.3736951983298539,0.43632567849686843,0.06263048016701456,25% to 50%
281,Barnana,"Organic Pink Sea Salt Plantain Chips, 5 oz",4.79,3.0,2.7,0.3736951983298539,0.43632567849686843,0.06263048016701456,25% to 50%
1086,Ozery Bakery,"Apple Cinnamon Snacking Rounds, 10.6 oz",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1291,Barnana,"Lime & Sea Salt Plantain Tortilla Chips, 4 oz",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1052,Ozery Bakery,"Cranberry Orange Snacking Rounds, 10.6 oz",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1838,Hen of the Woods,"Kettle Chips A Touch Of Smoke, 6 ounce",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1899,Hen of the Woods,"Everything Kettle Chips, 6 ounce",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
676,Simply 7 Snacks,"Sea Salt Lentil Chips, 4 oz",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1806,Hen of the Woods,"Kettle Chips Red Wine Vinegar, 6 ounce",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1115,Barnana,"Sea Salt Tortilla Chips, 4 oz",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1786,GOOD CATCH,Mediterranean Fishless Tuna,3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
706,Ozery Bakery,"Whole Wheat 100 Calorie One Bun, 11.3 oz",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1199,GOOD CATCH,Fishless Tuna In Water,3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1658,GOOD CATCH,"Fishless Tuna In Oil With Herbs, 3.3 oz",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1834,Hen of the Woods,"Kettle Chips Sea Salted, 6 ounce",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1810,Hen of the Woods,"Kettle Chips Buttermilk & Chive, 6 ounce",3.99,2.5,2.25,0.3734335839598998,0.43609022556390975,0.06265664160400997,25% to 50%
1737,Uglies,"Kettle Cooked Potato Chip Buffalo Ranch, 6 ounce",3.19,2.0,1.8,0.3730407523510971,0.4357366771159874,0.06269592476489028,25% to 50%
974,The New Primal,"Lightly Peppered Meat Stick Free-Range Turkey, 1 oz",2.39,1.5,1.35,0.37238493723849375,0.4351464435146444,0.06276150627615062,25% to 50%
1189,Frontera,"Green Chile Enchilada Sauce, 8 oz",2.69,1.69,1.52,0.37174721189591076,0.43494423791821557,0.06319702602230481,25% to 50%
1370,Frontera,"New Mexico Taco Skillet Sauce (Medium), 8 oz",2.69,1.69,1.52,0.37174721189591076,0.43494423791821557,0.06319702602230481,25% to 50%
1244,Frontera,"Red Chile Enchilada Sauce, 8 oz",2.69,1.69,1.52,0.37174721189591076,0.43494423791821557,0.06319702602230481,25% to 50%
1041,Frontera,"Texas Original Taco Skillet Sauce (Mild), 8 oz",2.69,1.69,1.52,0.37174721189591076,0.43494423791821557,0.06319702602230481,25% to 50%
1669,Fody™,"SALAD DRESSING Caesar, 8 fl oz",6.29,3.99,3.59,0.3656597774244833,0.4292527821939587,0.06359300476947538,25% to 50%
819,BEAR Snacks,"BEAR Raspberry Fruit Rolls, 0.7 oz",5.49,3.49,3.14,0.3642987249544627,0.4280510018214936,0.06375227686703089,25% to 50%
369,BEAR Snacks,"BEAR Strawberry Fruit Rolls, 3.5 oz",5.49,3.49,3.14,0.3642987249544627,0.4280510018214936,0.06375227686703089,25% to 50%
1021,BEAR Snacks,"Strawberry Apple Sour Yoyos 5 Count, 3.5 oz",5.49,3.49,3.14,0.3642987249544627,0.4280510018214936,0.06375227686703089,25% to 50%
148,Kevin's Natural Foods,Roasted Garlic Chicken,10.99,6.99,6.29,0.36396724294813465,0.4276615104640582,0.06369426751592355,25% to 50%
79,Kevin's Natural Foods,"Thai Coconut Chicken, 16 oz",10.99,6.99,6.29,0.36396724294813465,0.4276615104640582,0.06369426751592355,25% to 50%
89,Kevin's Natural Foods,"Korean Bbq Chicken, 16 oz",10.99,6.99,6.29,0.36396724294813465,0.4276615104640582,0.06369426751592355,25% to 50%
250,Kevin's Natural Foods,Tikka Masala Chicken,10.99,6.99,6.29,0.36396724294813465,0.4276615104640582,0.06369426751592355,25% to 50%
750,Evolution Fresh,"Cold Pressed Organic Cucumber Glow, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
481,Evolution Fresh,"Cold Pressed Organic Carrot Citrus Radiance, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
167,Evolution Fresh,"Cold Pressed Mighty Watermelon, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
171,Evolution Fresh,"Cold Pressed Organic Essential Greens®, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
120,Evolution Fresh,"Cold Pressed Organic Green Devotion, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
866,Evolution Fresh,"Organic Tropical Passion, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
1004,Evolution Fresh,"Organic Citrus Ginger Zest, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
361,Evolution Fresh,"Cold Pressed Organic Ruby Roots™, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
192,Evolution Fresh,"Cold Pressed Organic Greens & Ginger, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
224,Evolution Fresh,"Cold Pressed Organic Vital Berry, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
1194,Evolution Fresh,"Organic Raspberry Renewal, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
123,Evolution Fresh,"Cold Pressed Organic Super Fruit Greens, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
88,Evolution Fresh,"Cold Pressed Organic Defense Up®, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
329,Evolution Fresh,"Cold Pressed Organic Celery Glow™, 15.2 fl oz",5.49,3.5,3.15,0.36247723132969034,0.42622950819672134,0.063752276867031,25% to 50%
1433,Upton's Naturals,"Chick & Noodle Soup, 14.5 oz",4.69,3.0,2.7,0.3603411513859276,0.4243070362473348,0.0639658848614072,25% to 50%
1686,Upton's Naturals,"Chick Tortilla Soup, 14.5 oz",4.69,3.0,2.7,0.3603411513859276,0.4243070362473348,0.0639658848614072,25% to 50%
1529,Upton's Naturals,"Italian Wedding Soup, 14.5 oz",4.69,3.0,2.7,0.3603411513859276,0.4243070362473348,0.0639658848614072,25% to 50%
1618,88 Acres,"Dark Chocolate Brownie High Protein Bar, 1.9 oz",2.79,1.79,1.61,0.3584229390681003,0.4229390681003584,0.06451612903225812,25% to 50%
1360,88 Acres,"Banana Bread High Protein Bar, 1.9 oz",2.79,1.79,1.61,0.3584229390681003,0.4229390681003584,0.06451612903225812,25% to 50%
726,Naked Truth,Chicken Breast Flame Grilled Chicken Breast Fillets,6.99,4.49,4.04,0.3576537911301859,0.4220314735336195,0.06437768240343356,25% to 50%
144,Follow Your Heart,Parmesan - Shredded 4 oz,5.39,3.49,3.14,0.35250463821892386,0.4174397031539888,0.06493506493506496,25% to 50%
1982,Sonoma Creamery,"Everything Cheddar Cheese Crisp Bar, 0.8 oz",1.99,1.29,1.16,0.3517587939698492,0.4170854271356784,0.0653266331658292,25% to 50%
